r_m,z_m,major_r_m,psi_norm,psi_wb,br_t,bz_t,bphi_t,b_total_t,density_1e19_m3,pressure_pa,temperature_kev,j_phi_a_m2,inside_closed_surface
-4.1820422535e-01,-8.1722763158e-01,1.4317957746e+00,1.1389425208e+00,2.4244691852e-01,3.9172101667e-02,-4.3579674467e-02,3.8762511374e+00,3.8766940196e+00,2.1454729679e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-7.8952500000e-01,1.4317957746e+00,1.1311212052e+00,2.4078199353e-01,4.4733863836e-02,-4.7771504612e-02,3.8762511374e+00,3.8768035952e+00,2.1512013524e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-7.6182236842e-01,1.4317957746e+00,1.1222718280e+00,2.3889822487e-01,5.0190765345e-02,-5.2207872787e-02,3.8762511374e+00,3.8769276051e+00,2.1573334953e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-7.3411973684e-01,1.4317957746e+00,1.1124169226e+00,2.3680040922e-01,5.5509667543e-02,-5.6908531954e-02,3.8762511374e+00,3.8770662600e+00,2.1637167973e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-7.0641710526e-01,1.4317957746e+00,1.1015853830e+00,2.3449469724e-01,6.0655261565e-02,-6.1891875944e-02,3.8762511374e+00,3.8772196927e+00,2.1701785160e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-6.7871447368e-01,1.4317957746e+00,1.0898129009e+00,2.3198868666e-01,6.5589773447e-02,-6.7174486165e-02,3.8762511374e+00,3.8773879494e+00,2.1765272652e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-6.5101184211e-01,1.4317957746e+00,1.0771424472e+00,2.2929152468e-01,7.0272780917e-02,-7.2770609888e-02,3.8762511374e+00,3.8775709801e+00,2.1825553206e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-6.2330921053e-01,1.4317957746e+00,1.0636247776e+00,2.2641401570e-01,7.4661132467e-02,-7.8691560980e-02,3.8762511374e+00,3.8777686273e+00,2.1880418978e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-5.9560657895e-01,1.4317957746e+00,1.0493189440e+00,2.2336873009e-01,7.8708984913e-02,-8.4945018837e-02,3.8762511374e+00,3.8779806138e+00,2.1927575547e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-5.6790394737e-01,1.4317957746e+00,1.0342927862e+00,2.2017010893e-01,8.2368029141e-02,-9.1534216051e-02,3.8762511374e+00,3.8782065295e+00,2.1964698395e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-5.4020131579e-01,1.4317957746e+00,1.0186233592e+00,2.1683455492e-01,8.5587905120e-02,-9.8457207128e-02,3.8762511374e+00,3.8784458216e+00,2.1989502484e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-5.1249868421e-01,1.4317957746e+00,1.0023972702e+00,2.1338050415e-01,8.8316724502e-02,-1.0570623132e-01,3.8762511374e+00,3.8786977881e+00,2.1999824611e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,-4.8479605263e-01,1.4317957746e+00,9.8571091090e-01,2.0982847557e-01,9.0448221313e-02,-1.1319880705e-01,3.8784666613e+00,3.8811723092e+00,2.5986555216e-01,8.7989854867e+01,2.5799676233e+00,7.8432013935e+03,1
-4.1820422535e-01,-4.5709342105e-01,1.4317957746e+00,9.6869049008e-01,2.0620533524e-01,9.1848101736e-02,-1.2079989594e-01,3.8811056783e+00,3.8840713144e+00,2.8903478737e-01,3.0867919730e+02,2.8928390954e+00,2.0740936713e+04,1
-4.1820422535e-01,-4.2939078947e-01,1.4317957746e+00,9.5148244602e-01,2.0254225551e-01,9.2433488866e-02,-1.2841667433e-01,3.8837737863e+00,3.8869954484e+00,3.1380453417e-01,6.2210482097e+02,3.1360452865e+00,3.5790525088e+04,1
-4.1820422535e-01,-4.0168815789e-01,1.4317957746e+00,9.3424387259e-01,1.9887267699e-01,9.2156224657e-02,-1.3597914544e-01,3.8864466279e+00,3.8899165145e+00,3.3605128736e-01,1.0118666815e+03,3.3428149753e+00,5.2312640833e+04,1
-4.1820422535e-01,-3.7398552632e-01,1.4317957746e+00,9.1713915488e-01,1.9523159237e-01,9.0984915935e-02,-1.4342074307e-01,3.8890987152e+00,3.8928057466e+00,3.5643919665e-01,1.4648201456e+03,3.5249071388e+00,6.9839093419e+04,1
-4.1820422535e-01,-3.4628289474e-01,1.4317957746e+00,9.0033708584e-01,1.9165493262e-01,8.8903308857e-02,-1.5067629672e-01,3.8917038768e+00,3.8956342499e+00,3.7526304885e-01,1.9682445682e+03,3.6878922551e+00,8.7971567037e+04,1
-4.1820422535e-01,-3.1858026316e-01,1.4317957746e+00,8.8400810777e-01,1.8817897985e-01,8.5909588978e-02,-1.5768132166e-01,3.8942356856e+00,3.8983734341e+00,3.9266087840e-01,2.5090513168e+03,3.8347903559e+00,1.0634264513e+05,1
-4.1820422535e-01,-2.9087763158e-01,1.4317957746e+00,8.6832168983e-01,1.8483980898e-01,8.2015420551e-02,-1.6437208943e-01,3.8966678654e+00,3.9009954071e+00,4.0869247193e-01,3.0736054806e+03,3.9673611223e+00,1.2460315754e+05,1
-4.1820422535e-01,-2.6317500000e-01,1.4317957746e+00,8.5344392747e-01,1.8167277678e-01,7.7245393544e-02,-1.7068743815e-01,3.8989746631e+00,3.9034733861e+00,4.2337486391e-01,3.6478035319e+03,4.0866679727e+00,1.4241884309e+05,1
-4.1820422535e-01,-2.3547236842e-01,1.4317957746e+00,8.3953512604e-01,1.7871200748e-01,7.1637968620e-02,-1.7657064500e-01,3.9011312234e+00,3.9057821257e+00,4.3670083673e-01,4.2172883628e+03,4.1933616160e+00,1.5947112880e+05,1
-4.1820422535e-01,-2.0776973684e-01,1.4317957746e+00,8.2674704810e-01,1.7598980681e-01,6.5245351162e-02,-1.8196715727e-01,3.9031140155e+00,3.9078981589e+00,4.4864991945e-01,4.7677597091e+03,4.2878397638e+00,1.7546025997e+05,1
-4.1820422535e-01,-1.8006710526e-01,1.4317957746e+00,8.1522054393e-01,1.7353615760e-01,5.8131469593e-02,-1.8682503260e-01,3.9049012005e+00,3.9098000263e+00,4.5919504658e-01,5.2853192540e+03,4.3703407171e+00,1.9010889753e+05,1
-4.1820422535e-01,-1.5236447368e-01,1.4317957746e+00,8.0508355231e-01,1.7137829420e-01,5.0370290243e-02,-1.9109621331e-01,3.9064729415e+00,3.9114684930e+00,4.6830676062e-01,5.7568234557e+03,4.4410007829e+00,2.0316562095e+05,1
-4.1820422535e-01,-1.2466184211e-01,1.4317957746e+00,7.9644935892e-01,1.6954033175e-01,4.2044550647e-02,-1.9473765813e-01,3.9078116736e+00,3.9128867318e+00,4.7595601197e-01,6.1702291022e+03,4.4998912207e+00,2.1440817712e+05,1
-4.1820422535e-01,-9.6959210526e-02,1.4317957746e+00,7.8941506926e-01,1.6804294113e-01,3.3244607375e-02,-1.9771219720e-01,3.9089023405e+00,3.9140404730e+00,4.8211610505e-01,6.5149186175e+03,4.5470429009e+00,2.2364638268e+05,1
-4.1820422535e-01,-6.9256578947e-02,1.4317957746e+00,7.8406029639e-01,1.6690306958e-01,2.4067243690e-02,-1.9998917216e-01,3.9097325983e+00,3.9149181206e+00,4.8676408140e-01,6.7819929202e+03,4.5824631069e+00,2.3072461045e+05,1
-4.1820422535e-01,-4.1553947368e-02,1.4317957746e+00,7.8044607817e-01,1.6613371023e-01,1.4614399789e-02,-2.0154491811e-01,3.9102929830e+00,3.9155108412e+00,4.8988170309e-01,6.9645209522e+03,4.6061470086e+00,2.3552381725e+05,1
-4.1820422535e-01,-1.3851315789e-02,1.4317957746e+00,7.7861403827e-01,1.6574372354e-01,4.9918326816e-03,-2.0236311749e-01,3.9105770408e+00,3.9158126286e+00,4.9145613268e-01,7.0577367616e+03,4.6180853079e+00,2.3796309233e+05,1
-4.1820422535e-01,1.3851315789e-02,1.4317957746e+00,7.7858580272e-01,1.6573771303e-01,-4.6922768327e-03,-2.0243503930e-01,3.9105814188e+00,3.9158203477e+00,4.9148036727e-01,7.0591770461e+03,4.6182689533e+00,2.3800072089e+05,1
-4.1820422535e-01,4.1553947368e-02,1.4317957746e+00,7.8036268010e-01,1.6611595727e-01,-1.4328752348e-02,-2.0175966898e-01,3.9103059138e+00,3.9155337589e+00,4.8995345965e-01,6.9687542180e+03,4.6066914352e+00,2.3563476249e+05,1
-4.1820422535e-01,6.9256578947e-02,1.4317957746e+00,7.8392561037e-01,1.6687439894e-01,-2.3808868811e-02,-2.0034373091e-01,3.9097534813e+00,3.9149555243e+00,4.8688054086e-01,6.7887622956e+03,4.5833488870e+00,2.3090314451e+05,1
-4.1820422535e-01,9.6959210526e-02,1.4317957746e+00,7.8923538421e-01,1.6800469154e-01,-3.3025802210e-02,-1.9820160267e-01,3.9089302007e+00,3.9140911963e+00,4.8227264342e-01,6.5238152317e+03,4.5482379899e+00,2.2388326689e+05,1
-4.1820422535e-01,1.2466184211e-01,1.4317957746e+00,7.9623313213e-01,1.6949430351e-01,-4.1876064922e-02,-1.9535511839e-01,3.9078451995e+00,3.9129491858e+00,4.7614630866e-01,6.1807196137e+03,4.5013514366e+00,2.1469111146e+05,1
-4.1820422535e-01,1.5236447368e-01,1.4317957746e+00,8.0484107873e-01,1.7132667880e-01,-5.0260907628e-02,-1.9183325447e-01,3.9065105370e+00,3.9115407108e+00,4.6852294361e-01,5.7682859952e+03,4.4426704314e+00,2.0347984843e+05,1
-4.1820422535e-01,1.8006710526e-01,1.4317957746e+00,8.1496355420e-01,1.7348145215e-01,-5.8087668152e-02,-1.8767168386e-01,3.9049410467e+00,3.9098797189e+00,4.5942786737e-01,5.2970854055e+03,4.3721533077e+00,1.9043793960e+05,1
-4.1820422535e-01,2.0776973684e-01,1.4317957746e+00,8.2648825131e-01,1.7593471669e-01,-6.5271056857e-02,-1.8291216872e-01,3.9031541419e+00,3.9079827825e+00,4.4888894817e-01,4.7791597687e+03,4.2897187373e+00,1.7578675249e+05,1
-4.1820422535e-01,2.3547236842e-01,1.4317957746e+00,8.3928771588e-01,1.7865934123e-01,-7.1734410550e-02,-1.7760173545e-01,3.9011695844e+00,3.9058689594e+00,4.3693466433e-01,4.2276969460e+03,4.1952209606e+00,1.5977772370e+05,1
-4.1820422535e-01,2.6317500000e-01,1.4317957746e+00,8.5322107110e-01,1.8162533730e-01,-7.7411061248e-02,-1.7179157096e-01,3.8990092170e+00,3.9035596179e+00,4.2359129396e-01,3.6566826676e+03,4.0884125442e+00,1.4268913858e+05,1
-4.1820422535e-01,2.9087763158e-01,1.4317957746e+00,8.6813601804e-01,1.8480028499e-01,-8.2246114271e-02,-1.6553576847e-01,3.8966966538e+00,3.9010782260e+00,4.0887867742e-01,3.0805426680e+03,3.9688863714e+00,1.2482262143e+05,1
-4.1820422535e-01,3.1858026316e-01,1.4317957746e+00,8.8387122261e-01,1.8814984108e-01,-8.6198558516e-02,-1.5889087641e-01,3.8942569096e+00,3.8984501254e+00,3.9280348640e-01,2.5137905927e+03,3.8359809470e+00,1.0649950215e+05,1
-4.1820422535e-01,3.4628289474e-01,1.4317957746e+00,9.0025910253e-01,1.9163833230e-01,-8.9241519378e-02,-1.5191809894e-01,3.8917159681e+00,3.8957022902e+00,3.7534808101e-01,1.9707092962e+03,3.6886185266e+00,8.8057629419e+04,1
-4.1820422535e-01,3.7398552632e-01,1.4317957746e+00,9.1712830853e-01,1.9522928350e-01,-9.1361450307e-02,-1.4468144409e-01,3.8891003969e+00,3.8928628967e+00,3.5645169816e-01,1.4651269455e+03,3.5250169198e+00,6.9850521716e+04,1
-4.1820422535e-01,4.0168815789e-01,1.4317957746e+00,9.3430621003e-01,1.9888594678e-01,-9.2558763847e-02,-1.3724595498e-01,3.8864369625e+00,3.8899609048e+00,3.3597426400e-01,1.0103323032e+03,3.3421146751e+00,5.2250691584e+04,1
-4.1820422535e-01,4.2939078947e-01,1.4317957746e+00,9.5162161147e-01,2.0257187969e-01,-9.2848810530e-02,-1.2967767094e-01,3.8837522087e+00,3.8870256519e+00,3.1361610789e-01,6.1925221314e+02,3.1342519101e+00,3.5662512949e+04,1
-4.1820422535e-01,4.5709342105e-01,1.4317957746e+00,9.6890760288e-01,2.0625155208e-01,-9.2262586353e-02,-1.2204430451e-01,3.8810720150e+00,3.8840864026e+00,2.8869933717e-01,3.0526151848e+02,2.8894285456e+00,2.0562226948e+04,1
-4.1820422535e-01,4.8479605263e-01,1.4317957746e+00,9.8600453978e-01,2.0989098040e-01,-9.0848415014e-02,-1.1441729317e-01,3.8784211341e+00,3.8811718907e+00,2.5929032595e-01,8.5114749522e+01,2.5733821935e+00,7.6445413284e+03,1
-4.1820422535e-01,5.1249868421e-01,1.4317957746e+00,1.0027635207e+00,2.1345846796e-01,-8.8690896208e-02,-1.0689280038e-01,3.8762511374e+00,3.8787388448e+00,2.1999766969e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,5.4020131579e-01,1.4317957746e+00,1.0190564284e+00,2.1692674243e-01,-8.5924555485e-02,-9.9606360981e-02,3.8762511374e+00,3.8784826075e+00,2.1989011057e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,5.6790394737e-01,1.4317957746e+00,1.0347844942e+00,2.2027477889e-01,-8.2655183611e-02,-9.2640047880e-02,3.8762511374e+00,3.8782388965e+00,2.1963688330e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,5.9560657895e-01,1.4317957746e+00,1.0498590252e+00,2.2348369728e-01,-7.8936459950e-02,-8.6002743923e-02,3.8762511374e+00,3.8780085504e+00,2.1926002577e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,6.2330921053e-01,1.4317957746e+00,1.0642012572e+00,2.2653673103e-01,-7.4820965979e-02,-7.9697453786e-02,3.8762511374e+00,3.8777922509e+00,2.1878281639e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,6.5101184211e-01,1.4317957746e+00,1.0777420926e+00,2.2941917132e-01,-7.0359581723e-02,-7.3721936121e-02,3.8762511374e+00,3.8775905244e+00,2.1822891638e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,6.7871447368e-01,1.4317957746e+00,1.0904217281e+00,2.3211828782e-01,-6.5600922811e-02,-6.8069425646e-02,3.8762511374e+00,3.8774037458e+00,2.1762164324e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,7.0641710526e-01,1.4317957746e+00,1.1021891834e+00,2.3462322834e-01,-6.0590880730e-02,-6.2729433062e-02,3.8762511374e+00,3.8772321464e+00,2.1698338161e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,7.3411973684e-01,1.4317957746e+00,1.1130017574e+00,2.3692490311e-01,-5.5372272063e-02,-5.7688446102e-02,3.8762511374e+00,3.8770758215e+00,2.1633512756e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,7.6182236842e-01,1.4317957746e+00,1.1228244260e+00,2.3901585652e-01,-4.9984563567e-02,-5.2930528415e-02,3.8762511374e+00,3.8769347399e+00,2.1569615679e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,7.8952500000e-01,1.4317957746e+00,1.1316291960e+00,2.4089012964e-01,-4.4463719856e-02,-4.8437837022e-02,3.8762511374e+00,3.8768087555e+00,2.1508380240e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,8.1722763158e-01,1.4317957746e+00,1.1393944459e+00,2.4254311991e-01,-3.8842279096e-02,-4.4191067042e-02,3.8762511374e+00,3.8766976221e+00,2.1451332471e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,8.4493026316e-01,1.4317957746e+00,1.1461043083e+00,2.4397144964e-01,-3.3149787136e-02,-4.0169829078e-02,3.8762511374e+00,3.8766010117e+00,2.1399785203e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,8.7263289474e-01,1.4317957746e+00,1.1517481724e+00,2.4517286009e-01,-2.7413712468e-02,-3.6352968131e-02,3.8762511374e+00,3.8765185321e+00,2.1354836931e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,9.0033552632e-01,1.4317957746e+00,1.1563204073e+00,2.4614615263e-01,-2.1660916583e-02,-3.2718837855e-02,3.8762511374e+00,3.8764497414e+00,2.1317373023e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,9.2803815789e-01,1.4317957746e+00,1.1598204124e+00,2.4689119942e-01,-1.5919664567e-02,-2.9245547899e-02,3.8762511374e+00,3.8763941515e+00,2.1288067015e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,9.5574078947e-01,1.4317957746e+00,1.1622530903e+00,2.4740904404e-01,-1.0222038934e-02,-2.5911203973e-02,3.8762511374e+00,3.8763512174e+00,2.1267380159e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,9.8344342105e-01,1.4317957746e+00,1.1636297965e+00,2.4770210376e-01,-4.6064884178e-03,-2.2694159554e-02,3.8762511374e+00,3.8763203073e+00,2.1255558299e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.0111460526e+00,1.4317957746e+00,1.1639697619e+00,2.4777447226e-01,8.7986558468e-04,-1.9573294683e-02,3.8762511374e+00,3.8763006550e+00,2.1252626278e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.0388486842e+00,1.4317957746e+00,1.1633019025e+00,2.4763230489e-01,6.1795968058e-03,-1.6528331245e-02,3.8762511374e+00,3.8762913014e+00,2.1258381444e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.0665513158e+00,1.4317957746e+00,1.1616668498e+00,2.4728425089e-01,1.1224424489e-02,-1.3540186125e-02,3.8762511374e+00,3.8762910371e+00,2.1272389113e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.0942539474e+00,1.4317957746e+00,1.1591189655e+00,2.4674188227e-01,1.5936046033e-02,-1.0591354226e-02,3.8762511374e+00,3.8762983650e+00,2.1293983658e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.1219565789e+00,1.4317957746e+00,1.1557280619e+00,2.4602005995e-01,2.0228471072e-02,-7.6663032377e-03,3.8762511374e+00,3.8763114998e+00,2.1322279139e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.1496592105e+00,1.4317957746e+00,1.1515805461e+00,2.4513717745e-01,2.4011755092e-02,-4.7518512975e-03,3.8762511374e+00,3.8763284206e+00,2.1356192645e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.1773618421e+00,1.4317957746e+00,1.1467797494e+00,2.4411523091e-01,2.7196810813e-02,-1.8374876742e-03,3.8762511374e+00,3.8763469818e+00,2.1394481994e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.2050644737e+00,1.4317957746e+00,1.1414452786e+00,2.4297968106e-01,2.9700798562e-02,1.0844139986e-03,3.8762511374e+00,3.8763650749e+00,2.1435797168e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.2327671053e+00,1.4317957746e+00,1.1357113362e+00,2.4175909562e-01,3.1452494096e-02,4.0185480880e-03,3.8762511374e+00,3.8763808234e+00,2.1478742358e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.2604697368e+00,1.4317957746e+00,1.1297240718e+00,2.4048458547e-01,3.2397019155e-02,6.9668527600e-03,3.8762511374e+00,3.8763927799e+00,2.1521943192e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.2881723684e+00,1.4317957746e+00,1.1236381391e+00,2.3918907178e-01,3.2499394743e-02,9.9289516501e-03,3.8762511374e+00,3.8764000922e+00,2.1564112147e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-4.1820422535e-01,1.3158750000e+00,1.4317957746e+00,1.1176127231e+00,2.3790644028e-01,3.2174616017e-02,1.2902867630e-02,3.8762511374e+00,3.8764061410e+00,2.1604104720e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.3158750000e+00,1.4544014085e+00,1.1189780967e+00,2.3819708763e-01,-3.2814004363e-02,1.2248569322e-02,3.8160029052e+00,3.8161636442e+00,2.1595196802e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.2881723684e+00,1.4544014085e+00,1.1251422855e+00,2.3950925971e-01,-3.2321154715e-02,9.3370838163e-03,3.8160029052e+00,3.8161512039e+00,2.1553854981e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.2604697368e+00,1.4544014085e+00,1.1312131908e+00,2.4080157452e-01,-3.1436802454e-02,6.4419021012e-03,3.8160029052e+00,3.8161378307e+00,2.1511356524e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.2327671053e+00,1.4544014085e+00,1.1370426102e+00,2.4204248418e-01,-2.9797004198e-02,3.5623844727e-03,3.8160029052e+00,3.8161209002e+00,2.1468907875e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.2050644737e+00,1.4544014085e+00,1.1424927739e+00,2.4320266160e-01,-2.7462398858e-02,6.9626763768e-04,3.8160029052e+00,3.8161017860e+00,2.1427787368e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.1773618421e+00,1.4544014085e+00,1.1474384342e+00,2.4425544528e-01,-2.4502398586e-02,-2.1608464400e-03,3.8160029052e+00,3.8160821806e+00,2.1389290354e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.1496592105e+00,1.4544014085e+00,1.1517680970e+00,2.4517710145e-01,-2.0990804618e-02,-5.0157834358e-03,3.8160029052e+00,3.8160639335e+00,2.1354675702e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.1219565789e+00,1.4544014085e+00,1.1553844520e+00,2.4594691565e-01,-1.7001904469e-02,-7.8778858366e-03,3.8160029052e+00,3.8160489120e+00,2.1325117948e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.0942539474e+00,1.4544014085e+00,1.1582041264e+00,2.4654714030e-01,-1.2607335532e-02,-1.0758938946e-02,3.8160029052e+00,3.8160388982e+00,2.1301667657e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.0665513158e+00,1.4544014085e+00,1.1601569281e+00,2.4696283357e-01,-7.8738559419e-03,-1.3672984743e-02,3.8160029052e+00,3.8160355240e+00,2.1285220850e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.0388486842e+00,1.4544014085e+00,1.1611847553e+00,2.4718162736e-01,-2.8620334079e-03,-1.6636072509e-02,3.8160029052e+00,3.8160402412e+00,2.1276496950e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-1.0111460526e+00,1.4544014085e+00,1.1612403438e+00,2.4719346049e-01,2.3742369518e-03,-1.9665985480e-02,3.8160029052e+00,3.8160543184e+00,2.1276023810e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-9.8344342105e-01,1.4544014085e+00,1.1602859937e+00,2.4699030780e-01,7.7875378428e-03,-2.2781970327e-02,3.8160029052e+00,3.8160788562e+00,2.1284127925e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-9.5574078947e-01,1.4544014085e+00,1.1582923904e+00,2.4656592907e-01,1.3336238007e-02,-2.6004484053e-02,3.8160029052e+00,3.8161148124e+00,2.1300927913e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-9.2803815789e-01,1.4544014085e+00,1.1552375934e+00,2.4591565384e-01,1.8983482429e-02,-2.9354962690e-02,3.8160029052e+00,3.8161630284e+00,2.1326329650e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-9.0033552632e-01,1.4544014085e+00,1.1511062395e+00,2.4503621171e-01,2.4696022543e-02,-3.2855608455e-02,3.8160029052e+00,3.8162242540e+00,2.1360021860e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-8.7263289474e-01,1.4544014085e+00,1.1458889745e+00,2.4392561147e-01,3.0443012251e-02,-3.6529186679e-02,3.8160029052e+00,3.8162991669e+00,2.1401471522e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-8.4493026316e-01,1.4544014085e+00,1.1395821116e+00,2.4258306834e-01,3.6194859759e-02,-4.0398820531e-02,3.8160029052e+00,3.8163883850e+00,2.1449918969e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-8.1722763158e-01,1.4544014085e+00,1.1321874988e+00,2.4100897564e-01,4.1922191657e-02,-4.4487769814e-02,3.8160029052e+00,3.8164924740e+00,2.1504373050e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-7.8952500000e-01,1.4544014085e+00,1.1237125684e+00,2.3920491556e-01,4.7594957849e-02,-4.8819179627e-02,3.8160029052e+00,3.8166119484e+00,2.1563607153e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-7.6182236842e-01,1.4544014085e+00,1.1141705438e+00,2.3717370289e-01,5.3181685611e-02,-5.3415785150e-02,3.8160029052e+00,3.8167472683e+00,2.1626157276e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-7.3411973684e-01,1.4544014085e+00,1.1035807713e+00,2.3491945594e-01,5.8648878355e-02,-5.8299560227e-02,3.8160029052e+00,3.8168988331e+00,2.1690323630e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-7.0641710526e-01,1.4544014085e+00,1.0919691542e+00,2.3244768873e-01,6.3960548319e-02,-6.3491299955e-02,3.8160029052e+00,3.8170669721e+00,2.1754177538e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-6.7871447368e-01,1.4544014085e+00,1.0793686620e+00,2.2976541948e-01,6.9077869813e-02,-6.9010131540e-02,3.8160029052e+00,3.8172519334e+00,2.1815575611e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-3.9559859155e-01,-6.5101184211e-01,1.4544014085e+00,1.0658198954e+00,2.2688129086e-01,7.3958935926e-02,-7.4872952161e-02,3.8160029052e+00,3.8174538708e+00,2.1872183270e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
