r_m,z_m,major_r_m,psi_norm,psi_wb,br_t,bz_t,bphi_t,b_total_t,density_1e19_m3,pressure_pa,temperature_kev,j_phi_a_m2,inside_closed_surface
-1.4693661972e-01,-1.2881723684e+00,1.7030633803e+00,1.1368824345e+00,2.4200838755e-01,-7.0762110729e-03,3.7072795189e-03,3.2588335022e+00,3.2588432935e+00,2.1470095515e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.2604697368e+00,1.7030633803e+00,1.1384095358e+00,2.4233346189e-01,-6.3428257615e-03,1.7745595633e-03,3.2588335022e+00,3.2588401580e+00,2.1458724050e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.2327671053e+00,1.7030633803e+00,1.1396940101e+00,2.4260688818e-01,-4.9065686640e-03,-1.6778465108e-04,3.2588335022e+00,3.2588372002e+00,2.1449075372e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.2050644737e+00,1.7030633803e+00,1.1405844636e+00,2.4279643921e-01,-2.8103112771e-03,-2.1284141116e-03,3.2588335022e+00,3.2588354090e+00,2.1442341622e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.1773618421e+00,1.7030633803e+00,1.1409397328e+00,2.4287206543e-01,-1.0187419101e-04,-4.1169099609e-03,3.2588335022e+00,3.2588361042e+00,2.1439644789e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.1496592105e+00,1.7030633803e+00,1.1406296213e+00,2.4280605192e-01,3.1690989295e-03,-6.1440338583e-03,3.2588335022e+00,3.2588408349e+00,2.1441999156e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.1219565789e+00,1.7030633803e+00,1.1395349708e+00,2.4257303346e-01,6.9539072326e-03,-8.2219710522e-03,3.2588335022e+00,3.2588512934e+00,2.1450274189e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.0942539474e+00,1.7030633803e+00,1.1375471725e+00,2.4214989045e-01,1.1207007191e-02,-1.0364561694e-02,3.2588335022e+00,3.2588692542e+00,2.1465158929e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.0665513158e+00,1.7030633803e+00,1.1345672563e+00,2.4151555511e-01,1.5887580094e-02,-1.2587527417e-02,3.2588335022e+00,3.2588965396e+00,2.1487127762e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.0388486842e+00,1.7030633803e+00,1.1305047071e+00,2.4065075945e-01,2.0960443062e-02,-1.4908700969e-02,3.2588335022e+00,3.2589350108e+00,2.1516406484e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-1.0111460526e+00,1.7030633803e+00,1.1252761500e+00,2.3953775548e-01,2.6396360819e-02,-1.7348266654e-02,3.2588335022e+00,3.2589865795e+00,2.1552936858e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-9.8344342105e-01,1.7030633803e+00,1.1188040291e+00,2.3816003382e-01,3.2171857879e-02,-1.9929018643e-02,3.2588335022e+00,3.2590532351e+00,2.1596337501e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-9.5574078947e-01,1.7030633803e+00,1.1110153755e+00,2.3650206161e-01,3.8268649287e-02,-2.2676642811e-02,3.2588335022e+00,3.2591370813e+00,2.1645858793e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-9.2803815789e-01,1.7030633803e+00,1.1018407384e+00,2.3454905479e-01,4.4672806113e-02,-2.5620025785e-02,3.2588335022e+00,3.2592403778e+00,2.1700329629e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-9.0033552632e-01,1.7030633803e+00,1.0912133232e+00,2.3228679482e-01,5.1373755283e-02,-2.8791592437e-02,3.2588335022e+00,3.2593655845e+00,2.1758094132e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-8.7263289474e-01,1.7030633803e+00,1.0790683656e+00,2.2970149533e-01,5.8363188073e-02,-3.2227670166e-02,3.2588335022e+00,3.2595154056e+00,2.1816936879e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-8.4493026316e-01,1.7030633803e+00,1.0653427543e+00,2.2677972174e-01,6.5633923523e-02,-3.5968874994e-02,3.2588335022e+00,3.2596928332e+00,2.1873995819e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-8.1722763158e-01,1.7030633803e+00,1.0499749080e+00,2.2350836528e-01,7.3178751092e-02,-4.0060508975e-02,3.2588335022e+00,3.2599011901e+00,2.1925662934e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-7.8952500000e-01,1.7030633803e+00,1.0329049115e+00,2.1987467177e-01,8.0989305740e-02,-4.4552939247e-02,3.2588335022e+00,3.2601441727e+00,2.1967473916e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-7.6182236842e-01,1.7030633803e+00,1.0140748916e+00,2.1586632172e-01,8.9055394224e-02,-4.9501867089e-02,3.2588335022e+00,3.2604259067e+00,2.1993989914e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,-7.3411973684e-01,1.7030633803e+00,9.9342945135e-01,2.1147152279e-01,9.7321909831e-02,-5.4968538360e-02,3.2596899951e+00,3.2616057332e+00,2.4314279175e-01,2.5385630066e+01,2.3782963489e+00,2.6119356670e+03,1
-1.4693661972e-01,-7.0641710526e-01,1.7030633803e+00,9.7093514461e-01,2.0668315529e-01,1.0558403637e-01,-6.0885878262e-02,3.2626222032e+00,3.2648979646e+00,2.8553183352e-01,2.7404027649e+02,2.8570452297e+00,1.6756771129e+04,1
-1.4693661972e-01,-6.7871447368e-01,1.7030633803e+00,9.4662736304e-01,2.0150875304e-01,1.1360306831e-01,-6.7181015094e-02,3.2657908037e+00,3.2684565959e+00,3.2028077114e-01,7.2466149750e+02,3.1972270304e+00,3.6166172242e+04,1
-1.4693661972e-01,-6.5101184211e-01,1.7030633803e+00,9.2057847121e-01,1.9596372031e-01,1.2122441481e-01,-7.3826161834e-02,3.2691863637e+00,3.2722660561e+00,3.5244982002e-01,1.3687575214e+03,3.4897633428e+00,5.9979566591e+04,1
-1.4693661972e-01,-6.2330921053e-01,1.7030633803e+00,8.9289238603e-01,1.9007017791e-01,1.2830956510e-01,-8.0793537362e-02,3.2727953374e+00,3.2763058863e+00,3.8329347979e-01,2.2087058531e+03,3.7561129276e+00,8.7859698867e+04,1
-1.4693661972e-01,-5.9560657895e-01,1.7030633803e+00,8.6370286953e-01,1.8385659979e-01,1.3472663509e-01,-8.8051729325e-02,3.2766002884e+00,3.2805508414e+00,4.1330153442e-01,3.2479106299e+03,4.0050210767e+00,1.1955627963e+05,1
-1.4693661972e-01,-5.6790394737e-01,1.7030633803e+00,8.3317229870e-01,1.7735755117e-01,1.4034965006e-01,-9.5564410048e-02,3.2805800503e+00,3.2849712399e+00,4.4268056713e-01,4.4880159923e+03,4.2407775337e+00,1.5481172481e+05,1
-1.4693661972e-01,-5.4020131579e-01,1.7030633803e+00,8.0149027620e-01,1.7061339281e-01,1.4505974471e-01,-1.0328987365e-01,3.2847099077e+00,3.2895334480e+00,4.7150223699e-01,5.9275631123e+03,4.4656488862e+00,1.9332780036e+05,1
-1.4693661972e-01,-5.1249868421e-01,1.7030633803e+00,7.6887186830e-01,1.6366990590e-01,1.4874703036e-01,-1.1118100062e-01,3.2889618261e+00,3.2942004778e+00,4.9976383253e-01,7.5611843115e+03,4.6808362984e+00,2.3475241373e+05,1
-1.4693661972e-01,-4.8479605263e-01,1.7030633803e+00,7.3555538785e-01,1.5657782015e-01,1.5131269441e-01,-1.1918551399e-01,3.2933047406e+00,3.2989326809e+00,5.2741772819e-01,9.3790939770e+03,4.8869239806e+00,2.7867575068e+05,1
-1.4693661972e-01,-4.5709342105e-01,1.7030633803e+00,7.0179970162e-01,1.4939224058e-01,1.5267110948e-01,-1.2724646317e-01,3.2977049071e+00,3.3036885120e+00,5.5438766931e-01,1.1366800781e+04,5.0841159042e+00,3.2463192224e+05,1
-1.4693661972e-01,-4.2939078947e-01,1.7030633803e+00,6.6788107842e-01,1.4217197659e-01,1.5275180560e-01,-1.3530289527e-01,3.3021263129e+00,3.3084253315e+00,5.8057875596e-01,1.3505016560e+04,5.2723725493e+00,3.7210440095e+05,1
-1.4693661972e-01,-4.0168815789e-01,1.7030633803e+00,6.3408962213e-01,1.3497878264e-01,1.5150119647e-01,-1.4329068162e-01,3.3065311421e+00,3.3131002137e+00,6.0588412432e-01,1.5769753099e+04,5.4514958079e+00,4.2053425471e+05,1
-1.4693661972e-01,-3.7398552632e-01,1.7030633803e+00,6.0072535470e-01,1.2787652446e-01,1.4888397564e-01,-1.5114346748e-01,3.3108802858e+00,3.3176707270e+00,6.3018976100e-01,1.8132600894e+04,5.6211849213e+00,4.6933044505e+05,1
-1.4693661972e-01,-3.4628289474e-01,1.7030633803e+00,5.6809403023e-01,1.2093028800e-01,1.4488412116e-01,-1.5879371125e-01,3.3151338879e+00,3.3220956558e+00,6.5337818609e-01,2.0561181255e+04,5.7810751934e+00,5.1788154211e+05,1
-1.4693661972e-01,-3.1858026316e-01,1.7030633803e+00,5.3650277270e-01,1.1420545080e-01,1.3950546812e-01,-1.6617377673e-01,3.3192519139e+00,3.3263356366e+00,6.7533140043e-01,2.3019758087e+04,5.9307658803e+00,5.6556823481e+05,1
-1.4693661972e-01,-2.9087763158e-01,1.7030633803e+00,5.0625563626e-01,1.0776673691e-01,1.3277183034e-01,-1.7321704011e-01,3.3231947291e+00,3.3303536914e+00,6.9593331747e-01,2.5469989871e+04,6.0698409144e+00,6.1177603032e+05,1
-1.4693661972e-01,-2.6317500000e-01,1.7030633803e+00,4.7764918894e-01,1.0167727684e-01,1.2472667392e-01,-1.7985897292e-01,3.3269236751e+00,3.3341156449e+00,7.1507180576e-01,2.7871796856e+04,6.1978846493e+00,6.5590756564e+05,1
-1.4693661972e-01,-2.3547236842e-01,1.7030633803e+00,4.5096821774e-01,9.5997693250e-02,1.1543236613e-01,-1.8603816332e-01,3.3304016288e+00,3.3375904240e+00,7.3264041609e-01,3.0184313817e+04,6.3144939807e+00,6.9739400603e+05,1
-1.4693661972e-01,-2.0776973684e-01,1.7030633803e+00,4.2648164526e-01,9.0785231747e-02,1.0496904247e-01,-1.9169724184e-01,3.3335935353e+00,3.3407502438e+00,7.4853983860e-01,3.2366895451e+04,6.4192877176e+00,7.3570508549e+05,1
-1.4693661972e-01,-1.8006710526e-01,1.7030633803e+00,4.0443873692e-01,8.6092953512e-02,9.3433151047e-02,-1.9678368315e-01,3.3364669020e+00,3.3435706902e+00,7.6267912028e-01,3.4380139795e+04,6.5119137977e+00,7.7035745359e+05,1
-1.4693661972e-01,-1.5236447368e-01,1.7030633803e+00,3.8506566291e-01,8.1969003436e-02,8.0935745978e-02,-2.0125046358e-01,3.3389922470e+00,3.3460307185e+00,7.7497666599e-01,3.6186895076e+04,6.5920547737e+00,8.0092112816e+05,1
-1.4693661972e-01,-1.2466184211e-01,1.7030633803e+00,3.6856246187e-01,7.8455963781e-02,6.7600608294e-02,-2.0505656438e-01,3.3411434943e+00,3.3481125857e+00,7.8536104401e-01,3.7753217065e+04,6.6594318980e+00,8.2702400933e+05,1
-1.4693661972e-01,-9.6959210526e-02,1.7030633803e+00,3.5510043571e-01,7.5590299624e-02,5.3562273125e-02,-2.0816732274e-01,3.3428983144e+00,3.3498017392e+00,7.9377161718e-01,3.9049247050e+04,6.7138080781e+00,8.4835457593e+05,1
-1.4693661972e-01,-6.9256578947e-02,1.7030633803e+00,3.4481998788e-01,7.3401898672e-02,3.8964034297e-02,-2.1055464559e-01,3.3442384051e+00,3.3510866842e+00,8.0015902226e-01,4.0049984666e+04,6.7549899377e+00,8.6466304624e+05,1
-1.4693661972e-01,-4.1553947368e-02,1.7030633803e+00,3.3782890266e-01,7.1913704984e-02,2.3955981882e-02,-2.1219711359e-01,3.3451497164e+00,3.3519588496e+00,8.0448552089e-01,4.0735934489e+04,6.7828291966e+00,8.7576141764e+05,1
-1.4693661972e-01,-1.3851315789e-02,1.7030633803e+00,3.3420105326e-01,7.1141443969e-02,8.6931056681e-03,-2.1308001144e-01,3.3456226187e+00,3.3524124699e+00,8.0672524548e-01,4.1093610162e+04,6.7972235551e+00,8.8152287971e+05,1
-1.4693661972e-01,1.3851315789e-02,1.7030633803e+00,3.3397552185e-01,7.1093435054e-02,-6.6665290574e-03,-2.1319532374e-01,3.3456520175e+00,3.3524444978e+00,8.0686436071e-01,4.1115884373e+04,6.7981172381e+00,8.8188109755e+05,1
-1.4693661972e-01,4.1553947368e-02,1.7030633803e+00,3.3715611628e-01,7.1770488816e-02,-2.1963552862e-02,-2.1254173007e-01,3.3452374164e+00,3.3520545575e+00,8.0490115636e-01,4.0802177028e+04,6.7855013125e+00,8.7682977395e+05,1
-1.4693661972e-01,6.9256578947e-02,1.7030633803e+00,3.4371127525e-01,7.3165886795e-02,-3.7039049334e-02,-2.1112461968e-01,3.3443829295e+00,3.3512449441e+00,8.0084608006e-01,4.0158477503e+04,6.7594138386e+00,8.6642272787e+05,1
-1.4693661972e-01,9.6959210526e-02,1.7030633803e+00,3.5357436394e-01,7.5265444425e-02,-5.1736344337e-02,-2.0895612720e-01,3.3430972430e+00,3.3500206698e+00,7.9472170982e-01,3.9197200000e+04,6.7199398562e+00,8.5077450384e+05,1
-1.4693661972e-01,1.2466184211e-01,1.7030633803e+00,3.6664437233e-01,7.8047659684e-02,-6.5902867417e-02,-2.0605517149e-01,3.3413935237e+00,3.3483895535e+00,7.8656265731e-01,3.7936874222e+04,6.6672111465e+00,8.3006129904e+05,1
-1.4693661972e-01,1.5236447368e-01,1.7030633803e+00,3.8278703591e-01,8.1483951658e-02,-7.9392106904e-02,-2.0244746478e-01,3.3392892736e+00,3.3463623437e+00,7.7641538568e-01,3.6401677171e+04,6.6014056574e+00,8.0452181184e+05,1
-1.4693661972e-01,1.8006710526e-01,1.7030633803e+00,4.0183640065e-01,8.5538993677e-02,-9.2065654141e-02,-1.9816545266e-01,3.3368061253e+00,3.3439528629e+00,7.6433791986e-01,3.4620816021e+04,6.5227464342e+00,7.7445751185e+05,1
-1.4693661972e-01,2.0776973684e-01,1.7030633803e+00,4.2359684982e-01,9.0171144773e-02,-1.0379530446e-01,-1.9324814650e-01,3.3339695780e+00,3.3411781543e+00,7.5039942510e-01,3.2627776870e+04,6.4314998660e+00,7.4023181913e+05,1
-1.4693661972e-01,2.3547236842e-01,1.7030633803e+00,4.4784560026e-01,9.5332981052e-02,-1.1446515804e-01,-1.8774081834e-01,3.3308086724e+00,3.3380586124e+00,7.3467962833e-01,3.0459459317e+04,6.3279730302e+00,7.0226774914e+05,1
-1.4693661972e-01,2.6317500000e-01,1.7030633803e+00,4.7433566052e-01,1.0097192539e-01,-1.2397364619e-01,-1.8169453988e-01,3.3273556046e+00,3.3346180726e+00,7.1726805870e-01,2.8155222002e+04,6.2125098962e+00,6.6104370829e+05,1
-1.4693661972e-01,2.9087763158e-01,1.7030633803e+00,5.0279922523e-01,1.0703097001e-01,-1.3223539901e-01,-1.7516556060e-01,3.3236452839e+00,3.3308838388e+00,6.9826308443e-01,2.5755868870e+04,6.0854861126e+00,6.1708728578e+05,1
-1.4693661972e-01,3.1858026316e-01,1.7030633803e+00,5.3295146112e-01,1.1344948240e-01,-1.3918286933e-01,-1.6821453254e-01,3.3197148392e+00,3.3268866247e+00,6.7777072454e-01,2.3302609585e+04,5.9473020501e+00,5.7096705840e+05,1
-1.4693661972e-01,3.4628289474e-01,1.7030633803e+00,5.6449462129e-01,1.2016408111e-01,-1.4476763385e-01,-1.6090560027e-01,3.3156030829e+00,3.3226603924e+00,6.5590321171e-01,2.0836029689e+04,5.7983736815e+00,5.2328258852e+05,1
-1.4693661972e-01,3.7398552632e-01,1.7030633803e+00,5.9712240794e-01,1.2710956448e-01,-1.4896130478e-01,-1.5330538324e-01,3.3113499420e+00,3.3182420721e+00,6.3277727683e-01,1.8395106685e+04,5.6391207181e+00,4.7465294027e+05,1
-1.4693661972e-01,4.0168815789e-01,1.7030633803e+00,6.3052449077e-01,1.3421987242e-01,-1.5175600225e-01,-1.4548188423e-01,3.3069958689e+00,3.3136711574e+00,6.0851211157e-01,1.6016306853e+04,5.4699511545e+00,4.2570415835e+05,1
-1.4693661972e-01,4.2939078947e-01,1.7030633803e+00,6.6439107907e-01,1.4142905974e-01,-1.5316435819e-01,-1.3750336199e-01,3.3025812460e+00,3.3089891782e+00,5.8322693847e-01,1.3732794615e+04,5.2912409159e+00,3.7705624310e+05,1
-1.4693661972e-01,4.5709342105e-01,1.7030633803e+00,6.9841744186e-01,1.4867225828e-01,-1.5321904446e-01,-1.2943720773e-01,3.2981457959e+00,3.3042390588e+00,5.5703806845e-01,1.1573781624e+04,5.1033065052e+00,3.2931021578e+05,1
-1.4693661972e-01,4.8479605263e-01,1.7030633803e+00,7.3230827087e-01,1.5588660572e-01,-1.5197184126e-01,-1.2134886562e-01,3.2937280132e+00,3.2994643827e+00,5.3005523598e-01,9.5640371715e+03,4.9063671392e+00,2.8303590207e+05,1
-1.4693661972e-01,5.1249868421e-01,1.7030633803e+00,7.6578178764e-01,1.6301211982e-01,-1.4949228413e-01,-1.1330083553e-01,3.2893646285e+00,3.2947085882e+00,5.0237683493e-01,7.7235753835e+03,4.7004902552e+00,2.3876107980e+05,1
-1.4693661972e-01,5.4020131579e-01,1.7030633803e+00,7.9857350683e-01,1.6999249954e-01,-1.4586594951e-01,-1.0535179402e-01,3.2850901183e+00,3.2900141278e+00,4.7408335591e-01,6.0675292324e+03,4.4855092048e+00,1.9696266166e+05,1
-1.4693661972e-01,5.6790394737e-01,1.7030633803e+00,8.3043958332e-01,1.7677583751e-01,-1.4119245945e-01,-9.7555867629e-02,3.2809362688e+00,3.2854216256e+00,4.4522766546e-01,4.6062180286e+03,4.2608914512e+00,1.5806066019e+05,1
-1.4693661972e-01,5.9560657895e-01,1.7030633803e+00,8.6115969109e-01,1.8331523290e-01,-1.3558330890e-01,-8.9962092599e-02,3.2769318002e+00,3.2809690695e+00,4.1581930398e-01,3.3454168855e+03,4.0255119725e+00,1.2241591832e+05,1
-1.4693661972e-01,6.2330921053e-01,1.7030633803e+00,8.9053940725e-01,1.8956929886e-01,-1.2915965130e-01,-8.2614102471e-02,3.2731020561e+00,3.2766910710e+00,3.8579638598e-01,2.2868506550e+03,3.7772275543e+00,9.0333258566e+04,1
-1.4693661972e-01,6.5101184211e-01,1.7030633803e+00,9.1841210930e-01,1.9550256643e-01,-1.2205024606e-01,-7.5550107984e-02,3.2694687562e+00,3.2726182224e+00,3.5496855445e-01,1.4289810161e+03,3.5119777088e+00,6.2073639891e+04,1
-1.4693661972e-01,6.7871447368e-01,1.7030633803e+00,9.4464044933e-01,2.0108579833e-01,-1.1438995863e-01,-6.8803304510e-02,3.2660498045e+00,3.2687765728e+00,3.2287962966e-01,7.6830457797e+02,3.2215384915e+00,3.7885212472e+04,1
-1.4693661972e-01,7.0641710526e-01,1.7030633803e+00,9.6911758647e-01,2.0629625133e-01,-1.0631987837e-01,-6.2403096942e-02,3.2628591279e+00,3.2651872461e+00,2.8837423284e-01,3.0196965667e+02,2.8861197762e+00,1.8089537792e+04,1
-1.4693661972e-01,7.3411973684e-01,1.7030633803e+00,9.9176871329e-01,2.1111800115e-01,-9.7994301448e-02,-5.6378683286e-02,3.2599064779e+00,3.2618662884e+00,2.4709705002e-01,3.6406061377e+01,2.4282116724e+00,3.4547041373e+03,1
-1.4693661972e-01,7.6182236842e-01,1.7030633803e+00,1.0125553836e+00,2.1554286375e-01,-8.9648173709e-02,-5.0795703833e-02,3.2588335022e+00,3.2604620522e+00,2.1995213817e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,7.8952500000e-01,1.7030633803e+00,1.0315069340e+00,2.1957708402e-01,-8.1494770631e-02,-4.5736277579e-02,3.2588335022e+00,3.2601731549e+00,2.1970156789e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,8.1722763158e-01,1.7030633803e+00,1.0486794567e+00,2.2323260230e-01,-7.3599806162e-02,-4.1140854117e-02,3.2588335022e+00,3.2599241243e+00,2.1929416805e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,8.4493026316e-01,1.7030633803e+00,1.0641314173e+00,2.2652186419e-01,-6.5972770255e-02,-3.6953299009e-02,3.2588335022e+00,3.2597106847e+00,2.1878541544e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,8.7263289474e-01,1.7030633803e+00,1.0779231144e+00,2.2945770547e-01,-5.8620761475e-02,-3.3122585669e-02,3.2588335022e+00,3.2595289988e+00,2.1822084394e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,9.0033552632e-01,1.7030633803e+00,1.0901161603e+00,2.3205324156e-01,-5.1549451926e-02,-2.9602735902e-02,3.2588335022e+00,3.2593756247e+00,2.1763726786e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,9.2803815789e-01,1.7030633803e+00,1.1007733680e+00,2.3432184344e-01,-4.4765099269e-02,-2.6352466694e-02,3.2588335022e+00,3.2592474839e+00,2.1706391705e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,9.5574078947e-01,1.7030633803e+00,1.1099591234e+00,2.3627721700e-01,-3.8276782948e-02,-2.3334811175e-02,3.2588335022e+00,3.2591418227e+00,2.1652344132e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,9.8344342105e-01,1.7030633803e+00,1.1177402641e+00,2.3793358996e-01,-3.2098618396e-02,-2.0516756127e-02,3.2588335022e+00,3.2590561599e+00,2.1603276473e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.0111460526e+00,1.7030633803e+00,1.1241874331e+00,2.3930600009e-01,-2.6251685248e-02,-1.7868904933e-02,3.2588335022e+00,3.2589882239e+00,2.1560378977e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.0388486842e+00,1.7030633803e+00,1.1293768119e+00,2.4041066419e-01,-2.0765367038e-02,-1.5365167975e-02,3.2588335022e+00,3.2589358821e+00,2.1524396865e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.0665513158e+00,1.7030633803e+00,1.1333920683e+00,2.4126539261e-01,-1.5677817639e-02,-1.2982477941e-02,3.2588335022e+00,3.2588970732e+00,2.1495677244e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.0942539474e+00,1.7030633803e+00,1.1363262962e+00,2.4189000228e-01,-1.1035353168e-02,-1.0700523818e-02,3.2588335022e+00,3.2588697543e+00,2.1474209767e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.1219565789e+00,1.7030633803e+00,1.1382836939e+00,2.4230667391e-01,-6.8907068785e-03,-8.5014949674e-03,3.2588335022e+00,3.2588518764e+00,2.1459665226e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.1496592105e+00,1.7030633803e+00,1.1393807303e+00,2.4254020025e-01,-3.3002537090e-03,-6.3698259362e-03,3.2588335022e+00,3.2588413986e+00,2.1451435714e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.1773618421e+00,1.7030633803e+00,1.1397465928e+00,2.4261808147e-01,-3.2047709952e-04,-4.2919335051e-03,3.2588335022e+00,3.2588363442e+00,2.1448678752e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.2050644737e+00,1.7030633803e+00,1.1395227877e+00,2.4257044005e-01,1.9959208087e-03,-2.2559395970e-03,3.2588335022e+00,3.2588348942e+00,2.1450365975e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.2327671053e+00,1.7030633803e+00,1.1388618637e+00,2.4242974903e-01,3.6037998075e-03,-2.5137666220e-04,3.2588335022e+00,3.2588355045e+00,2.1455334997e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.2604697368e+00,1.7030633803e+00,1.1379253364e+00,2.4223039027e-01,4.4687989272e-03,1.7311245804e-03,3.2588335022e+00,3.2588370260e+00,2.1462341362e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.2881723684e+00,1.7030633803e+00,1.1368809855e+00,2.4200807909e-01,4.5696203228e-03,3.7001621405e-03,3.2588335022e+00,3.2588388066e+00,2.1470106254e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.4693661972e-01,1.3158750000e+00,1.7030633803e+00,1.1358997672e+00,2.4179920695e-01,4.2847699930e-03,5.6638992647e-03,3.2588335022e+00,3.2588412410e+00,2.1477355398e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.3158750000e+00,1.7256690141e+00,1.1362465440e+00,2.4187302540e-01,-5.8351753041e-03,5.0567139447e-03,3.2161439736e+00,3.2161532423e+00,2.1474798583e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.2881723684e+00,1.7256690141e+00,1.1375155616e+00,2.4214316143e-01,-5.4662699758e-03,3.2501428440e-03,3.2161439736e+00,3.2161502611e+00,2.1465394149e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.2604697368e+00,1.7256690141e+00,1.1387017319e+00,2.4239566173e-01,-4.7375744134e-03,1.4409564013e-03,3.2161439736e+00,3.2161477857e+00,2.1456535866e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.2327671053e+00,1.7256690141e+00,1.1396434542e+00,2.4259612635e-01,-3.3085769364e-03,-3.7849774063e-04,3.2161439736e+00,3.2161456977e+00,2.1449456582e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.2050644737e+00,1.7256690141e+00,1.1401877869e+00,2.4271199856e-01,-1.2209650749e-03,-2.2164904135e-03,3.2161439736e+00,3.2161449691e+00,2.1445345884e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.1773618421e+00,1.7256690141e+00,1.1401918535e+00,2.4271286422e-01,1.4789072369e-03,-4.0821849354e-03,3.2161439736e+00,3.2161469043e+00,2.1445315123e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.1496592105e+00,1.7256690141e+00,1.1395235323e+00,2.4257059855e-01,4.7430914851e-03,-5.9858952581e-03,3.2161439736e+00,3.2161530415e+00,2.1450360365e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
-1.2433098592e-01,-1.1219565789e+00,1.7256690141e+00,1.1380614829e+00,2.4225937181e-01,8.5247647843e-03,-7.9393321843e-03,3.2161439736e+00,3.2161650709e+00,2.1461325353e-01,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,0
