kind,index,major_r_m,z_m,psi_norm,description
limiter,157,1.9734593806019587,-0.8384206757539929,,machine limiter
limiter,158,1.9921746886942446,-0.8266089211159672,,machine limiter
limiter,159,2.0108075209923637,-0.8139120129409148,,machine limiter
limiter,160,2.0293305219676854,-0.8003435473961326,,machine limiter
limiter,161,2.047715857898773,-0.7859180539343784,,machine limiter
limiter,162,2.0659352776650013,-0.7706509797353707,,machine limiter
limiter,163,2.0839601774550007,-0.7545586731645599,,machine limiter
limiter,164,2.101761669208415,-0.737658366266891,,machine limiter
limiter,165,2.119310652579977,-0.7199681563142964,,machine limiter
limiter,166,2.136577890185834,-0.7015069864266842,,machine limiter
limiter,167,2.153534085863467,-0.6822946252871723,,machine limiter
limiter,168,2.170149965648963,-0.6623516459732861,,machine limiter
limiter,169,2.1863963611488177,-0.641699403926792,,machine limiter
limiter,170,2.2022442949583882,-0.6203600140857564,,machine limiter
limiter,171,2.217665067755683,-0.598356327203313,,machine limiter
limiter,172,2.2326303466776958,-0.5757119053785087,,machine limiter
limiter,173,2.2471122545672593,-0.5524509968254142,,machine limiter
limiter,174,2.2610834596615357,-0.5285985099075305,,machine limiter
limiter,175,2.274517265279145,-0.5041799864652897,,machine limiter
limiter,176,2.2873876990516435,-0.4792215744652095,,machine limiter
limiter,177,2.2996696012368574,-0.4537500000000004,,machine limiter
limiter,178,2.311338711646597,-0.42779253866959316,,machine limiter
limiter,179,2.322371754719618,-0.4013769863737445,,machine limiter
limiter,180,2.3327465222725086,-0.3745316295474889,,machine limiter
limiter,181,2.342441953466502,-0.3472852148713195,,machine limiter
limiter,182,2.351438211537083,-0.31966691848851986,,machine limiter
limiter,183,2.359716756845663,-0.2917063147626194,,machine limiter
limiter,184,2.3672604158285364,-0.2634333446084255,,machine limiter
limiter,185,2.3740534454376534,-0.23487828343053832,,machine limiter
limiter,186,2.380081592690446,-0.20607170870369426,,machine limiter
limiter,187,2.38533214897177,-0.17704446722963682,,machine limiter
limiter,188,2.389793998759857,-0.14782764210558952,,machine limiter
limiter,189,2.3934576624797956,-0.1184525194396977,,machine limiter
limiter,190,2.3963153332221685,-0.08895055484907696,,machine limiter
limiter,191,2.3983609071008893,-0.05935333977635538,,machine limiter
limiter,192,2.399590007062605,-0.02969256766076224,,machine limiter
wall,1,2.4800000000000004,0.0,,machine wall
wall,2,2.479530371726257,0.034011486593236294,,machine wall
wall,3,2.4781224935882915,0.06798655283473372,,machine wall
wall,4,2.4757793816908475,0.10188881737257825,,machine wall
wall,5,2.472506049749584,0.13568197681274363,,machine wall
wall,6,2.468309489488564,0.16932984459367498,,machine wall
wall,7,2.463198643367664,0.20279638973576533,,machine wall
wall,8,2.4571843698090565,0.23604577542423097,,machine wall
wall,9,2.450279401137676,0.2690423973840703,,machine wall
wall,10,2.4424982944945057,0.3017509220060136,,machine wall
wall,11,2.433857376023214,0.33413632418263645,,machine wall
wall,12,2.4243746786697495,0.36616392481412224,,machine wall
wall,13,2.414069873970721,0.39779942794351086,,machine wall
wall,14,2.4029641982394194,0.4290089574816683,,machine wall
wall,15,2.3910803735879265,0.4597590934826518,,machine wall
wall,16,2.378442524249738,0.4900169079306245,,machine wall
wall,17,2.365076088689491,0.5197499999999999,,machine wall
wall,18,2.3510077280046104,0.5489265307510575,,machine wall
wall,19,2.3362652311379306,0.5775152572238765,,machine wall
wall,20,2.3208774174304865,0.6054855658940804,,machine wall
wall,21,2.30487403704977,0.6328075054545651,,machine wall
wall,22,2.2882856698308154,0.6594518188881096,,machine wall
wall,23,2.271143623065601,0.6853899747965216,,machine wall
wall,24,2.2534798287705184,0.7105941979527747,,machine wall
wall,25,2.2353267409522823,0.7350374990434162,,machine wall
wall,26,2.2167172333797214,0.7586937035694001,,machine wall
wall,27,2.197684498352699,0.781537479874397,,machine wall
wall,28,2.1782619469401374,0.803544366270565,,machine wall
wall,29,2.1584831111370657,0.8246907972327391,,machine wall
wall,30,2.138381548366003,0.844954128632984,,machine wall
wall,31,2.1179907487211835,0.8643126619884958,,machine wall
wall,32,2.0973440453253653,0.8827456676968788,,machine wall
wall,33,2.0764745281385952,0.900233407233924,,machine wall
wall,34,2.055414961526622,0.9167571542901151,,machine wall
wall,35,2.034197705863981,0.9322992148232295,,machine wall
wall,36,2.012854643413408,0.9468429460055622,,machine wall
wall,37,1.991417108689517,0.9603727740454826,,machine wall
wall,38,1.9699158234808352,0.9728742108642401,,machine wall
wall,39,1.948380836670661,0.9843338696101623,,machine wall
wall,40,1.9268414689640398,0.9947394789936311,,machine wall
wall,41,1.9053262625956635,1.0040798964274864,,machine wall
wall,42,1.883862936061976,1.0123451199587885,,machine wall
wall,43,1.862478343890352,1.019526298979158,,machine wall
wall,44,1.8411984414291567,1.0256157437022317,,machine wall
wall,45,1.8200482546149008,1.030606933398076,,machine wall
wall,46,1.7990518546467693,1.0344945233757488,,machine wall
wall,47,1.778232337474587,1.0372743507065285,,machine wall
wall,48,1.7576118079839402,1.0389434386816823,,machine wall
wall,49,1.737211368741731,1.0395,,machine wall
wall,50,1.7170511131469606,1.0389434386816823,,machine wall
wall,51,1.6971501228150696,1.0372743507065285,,machine wall
wall,52,1.677526469009674,1.0344945233757488,,machine wall
wall,53,1.6581972179230624,1.030606933398076,,machine wall
wall,54,1.639178439596289,1.025615743702232,,machine wall
wall,55,1.6204852202611062,1.0195262989791583,,machine wall
wall,56,1.602131677879229,1.0123451199587885,,machine wall
wall,57,1.5841309806494837,1.0040798964274866,,machine wall
wall,58,1.5664953682501346,0.9947394789936312,,machine wall
wall,59,1.5492361755820625,0.9843338696101624,,machine wall
wall,60,1.5323638587783357,0.9728742108642402,,machine wall
wall,61,1.5158880232470047,0.9603727740454827,,machine wall
wall,62,1.4998174535165227,0.9468429460055624,,machine wall
wall,63,1.4841601446569475,0.9322992148232296,,machine wall
wall,64,1.4689233350548923,0.9167571542901154,,machine wall
wall,65,1.4541135403259422,0.9002334072339241,,machine wall
wall,66,1.439736588154836,0.8827456676968788,,machine wall
wall,67,1.4257976538609858,0.864312661988496,,machine wall
wall,68,1.412301296494799,0.8449541286329841,,machine wall
wall,69,1.3992514952786277,0.8246907972327393,,machine wall
wall,70,1.386651686214913,0.8035443662705652,,machine wall
wall,71,1.374504798693131,0.7815374798743974,,machine wall
wall,72,1.362813291936352,0.7586937035694004,,machine wall
wall,73,1.3515791911375559,0.7350374990434163,,machine wall
wall,74,1.340804123145169,0.7105941979527751,,machine wall
wall,75,1.3304893515665794,0.6853899747965218,,machine wall
wall,76,1.320635811167544,0.6594518188881099,,machine wall
wall,77,1.311244141454376,0.6328075054545654,,machine wall
wall,78,1.3023147193345488,0.6054855658940804,,machine wall
wall,79,1.2938476907598053,0.5775152572238769,,machine wall
wall,80,1.2858430012640087,0.5489265307510577,,machine wall
wall,81,1.2783004253157624,0.5197500000000004,,machine wall
wall,82,1.2712195944132207,0.4900169079306248,,machine wall
wall,83,1.264600023855557,0.4597590934826523,,machine wall
wall,84,1.2584411381321217,0.4290089574816686,,machine wall
wall,85,1.2527422948765505,0.397799427943511,,machine wall
wall,86,1.2475028073388228,0.36616392481412263,,machine wall
wall,87,1.2427219653336383,0.33413632418263667,,machine wall
wall,88,1.2383990546284265,0.30175092200601406,,machine wall
wall,89,1.2345333747388607,0.2690423973840706,,machine wall
wall,90,1.2311242551039148,0.2360457754242315,,machine wall
wall,91,1.2281710696163355,0.20279638973576572,,machine wall
wall,92,1.225673249487881,0.16932984459367517,,machine wall
wall,93,1.2236302944318638,0.13568197681274405,,machine wall
wall,94,1.222041782148444,0.10188881737257849,,machine wall
wall,95,1.220907376100779,0.06798655283473423,,machine wall
wall,96,1.220226831572592,0.03401148659323662,,machine wall
wall,97,1.22,1.2730203477136737e-16,,machine wall
wall,98,1.220226831572592,-0.034011486593235905,,machine wall
wall,99,1.220907376100779,-0.06798655283473351,,machine wall
wall,100,1.222041782148444,-0.10188881737257778,,machine wall
wall,101,1.2236302944318638,-0.13568197681274335,,machine wall
wall,102,1.225673249487881,-0.16932984459367445,,machine wall
wall,103,1.2281710696163355,-0.202796389735765,,machine wall
wall,104,1.2311242551039148,-0.23604577542423077,,machine wall
wall,105,1.2345333747388605,-0.26904239738406993,,machine wall
wall,106,1.2383990546284265,-0.3017509220060134,,machine wall
wall,107,1.242721965333638,-0.334136324182636,,machine wall
wall,108,1.2475028073388228,-0.36616392481412197,,machine wall
wall,109,1.2527422948765503,-0.3977994279435103,,machine wall
wall,110,1.2584411381321212,-0.429008957481668,,machine wall
wall,111,1.2646000238555568,-0.45975909348265165,,machine wall
wall,112,1.2712195944132207,-0.4900169079306242,,machine wall
wall,113,1.2783004253157622,-0.5197499999999998,,machine wall
wall,114,1.2858430012640087,-0.5489265307510571,,machine wall
wall,115,1.2938476907598049,-0.5775152572238763,,machine wall
wall,116,1.3023147193345488,-0.6054855658940798,,machine wall
wall,117,1.3112441414543758,-0.6328075054545649,,machine wall
wall,118,1.3206358111675438,-0.6594518188881093,,machine wall
wall,119,1.3304893515665792,-0.6853899747965213,,machine wall
wall,120,1.340804123145169,-0.7105941979527745,,machine wall
wall,121,1.3515791911375556,-0.7350374990434158,,machine wall
wall,122,1.3628132919363518,-0.7586937035693999,,machine wall
wall,123,1.374504798693131,-0.7815374798743969,,machine wall
wall,124,1.3866516862149127,-0.8035443662705648,,machine wall
wall,125,1.3992514952786275,-0.8246907972327387,,machine wall
wall,126,1.4123012964947987,-0.844954128632984,,machine wall
wall,127,1.4257976538609853,-0.8643126619884954,,machine wall
wall,128,1.4397365881548359,-0.8827456676968785,,machine wall
wall,129,1.454113540325942,-0.9002334072339238,,machine wall
wall,130,1.4689233350548916,-0.9167571542901151,,machine wall
wall,131,1.484160144656947,-0.9322992148232295,,machine wall
wall,132,1.4998174535165223,-0.946842946005562,,machine wall
wall,133,1.515888023247004,-0.9603727740454824,,machine wall
wall,134,1.5323638587783353,-0.97287421086424,,machine wall
wall,135,1.5492361755820623,-0.9843338696101623,,machine wall
wall,136,1.5664953682501344,-0.9947394789936311,,machine wall
wall,137,1.5841309806494834,-1.0040798964274864,,machine wall
wall,138,1.6021316778792283,-1.0123451199587883,,machine wall
wall,139,1.6204852202611055,-1.019526298979158,,machine wall
wall,140,1.6391784395962887,-1.0256157437022317,,machine wall
wall,141,1.6581972179230617,-1.0306069333980759,,machine wall
wall,142,1.6775264690096736,-1.0344945233757488,,machine wall
wall,143,1.6971501228150694,-1.0372743507065285,,machine wall
wall,144,1.7170511131469606,-1.0389434386816823,,machine wall
wall,145,1.737211368741731,-1.0395,,machine wall
wall,146,1.7576118079839393,-1.0389434386816823,,machine wall
wall,147,1.7782323374745868,-1.0372743507065285,,machine wall
wall,148,1.799051854646769,-1.0344945233757488,,machine wall
wall,149,1.8200482546149004,-1.030606933398076,,machine wall
wall,150,1.8411984414291565,-1.0256157437022317,,machine wall
wall,151,1.8624783438903512,-1.0195262989791583,,machine wall
wall,152,1.8838629360619754,-1.0123451199587887,,machine wall
wall,153,1.9053262625956633,-1.0040798964274866,,machine wall
wall,154,1.9268414689640394,-0.9947394789936312,,machine wall
wall,155,1.9483808366706612,-0.9843338696101624,,machine wall
wall,156,1.9699158234808345,-0.9728742108642404,,machine wall
wall,157,1.9914171086895163,-0.9603727740454828,,machine wall
wall,158,2.0128546434134074,-0.9468429460055625,,machine wall
wall,159,2.0341977058639804,-0.9322992148232297,,machine wall
wall,160,2.0554149615266213,-0.9167571542901156,,machine wall
wall,161,2.076474528138595,-0.9002334072339244,,machine wall
wall,162,2.097344045325365,-0.8827456676968792,,machine wall
wall,163,2.1179907487211826,-0.8643126619884961,,machine wall
wall,164,2.138381548366003,-0.8449541286329842,,machine wall
wall,165,2.158483111137065,-0.8246907972327396,,machine wall
wall,166,2.178261946940137,-0.8035443662705657,,machine wall
wall,167,2.1976844983526984,-0.7815374798743975,,machine wall
wall,168,2.216717233379721,-0.7586937035694005,,machine wall
wall,169,2.235326740952282,-0.7350374990434164,,machine wall
wall,170,2.2534798287705176,-0.7105941979527756,,machine wall
wall,171,2.2711436230656004,-0.6853899747965222,,machine wall
wall,172,2.2882856698308154,-0.65945181888811,,machine wall
wall,173,2.3048740370497693,-0.6328075054545654,,machine wall
wall,174,2.320877417430486,-0.6054855658940805,,machine wall
wall,175,2.33626523113793,-0.5775152572238773,,machine wall
wall,176,2.35100772800461,-0.5489265307510582,,machine wall
wall,177,2.365076088689491,-0.5197500000000005,,machine wall
wall,178,2.378442524249738,-0.4900169079306249,,machine wall
wall,179,2.3910803735879256,-0.45975909348265287,,machine wall
wall,180,2.402964198239419,-0.4290089574816692,,machine wall
wall,181,2.4140698739707207,-0.3977994279435115,,machine wall
wall,182,2.4243746786697495,-0.36616392481412274,,machine wall
wall,183,2.433857376023214,-0.3341363241826368,,machine wall
wall,184,2.4424982944945057,-0.30175092200601467,,machine wall
wall,185,2.4502794011376756,-0.2690423973840712,,machine wall
wall,186,2.4571843698090565,-0.23604577542423164,,machine wall
wall,187,2.463198643367664,-0.20279638973576583,,machine wall
wall,188,2.468309489488564,-0.16932984459367528,,machine wall
wall,189,2.472506049749584,-0.13568197681274466,,machine wall
wall,190,2.4757793816908475,-0.10188881737257909,,machine wall
wall,191,2.4781224935882915,-0.06798655283473436,,machine wall
wall,192,2.479530371726257,-0.03401148659323675,,machine wall
